Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
2012,Jesus Montero,SEA,Designated Hitter,22,0.26,0.298,0.386,0.685,515,134,46,15,62,0,-12.7,-1.4,5514
1997,Joe Carter,TOR,Designated Hitter,37,0.234,0.284,0.399,0.683,612,143,76,21,102,8,-23,-1.4,1002018
1974,Tommy Harper,BOS,Designated Hitter,33,0.237,0.312,0.318,0.63,443,105,66,5,24,28,-11.3,-0.1,1005383
1990,Jeffrey Leonard,SEA,Designated Hitter,34,0.251,0.305,0.356,0.66,478,120,39,10,75,4,-12.3,-1.3,1007535
2017,Mark Trumbo,BAL,Designated Hitter,31,0.234,0.289,0.397,0.686,559,131,79,23,65,1,-16.3,-1.3,6876
1991,Dave Parker,,Designated Hitter,40,0.239,0.288,0.365,0.653,502,120,47,11,59,3,-14.1,-1.2,1010000
1988,Larry Sheets,BAL,Designated Hitter,28,0.23,0.302,0.343,0.645,452,104,38,10,47,1,-12.5,-0.7,1011852
1977,Manny Sanguillen,OAK,Designated Hitter,33,0.275,0.302,0.354,0.656,571,157,42,6,58,2,-15,0.4,1011434
2020,J.D. Martinez,BOS,Designated Hitter,32,0.213,0.291,0.389,0.68,211,45,22,7,27,1,-7.8,-1,6184
2019,Khris Davis,OAK,Designated Hitter,31,0.22,0.293,0.387,0.679,481,106,61,23,73,0,-14.7,-0.9,9112
2020,Josh Bell,PIT,Designated Hitter,27,0.226,0.305,0.364,0.669,195,44,22,8,22,0,-6.2,-0.4,13145
2017,Albert Pujols,LAA,Designated Hitter,37,0.241,0.286,0.386,0.672,593,143,53,23,101,3,-24.2,-2,1177
1991,Alvin Davis,SEA,Designated Hitter,30,0.221,0.299,0.335,0.635,462,102,39,12,69,0,-18.6,-1.6,1003033
2017,Carlos Beltran,HOU,Designated Hitter,40,0.231,0.283,0.383,0.666,467,108,60,14,51,0,-17.6,-1.1,589
2018,Victor Martinez,DET,Designated Hitter,39,0.251,0.297,0.353,0.651,467,117,32,9,54,0,-20.4,-1.7,393
1984,Ted Simmons,MIL,Designated Hitter,34,0.221,0.269,0.3,0.569,497,110,44,4,52,3,-24.6,-2.4,1011986
