Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
2009,Brian Roberts,BAL,Second Base,31,0.283,0.356,0.451,0.807,632,179,110,16,79,30,10.3,3.5,166
2001,Todd Walker,,Second Base,28,0.296,0.355,0.459,0.814,551,163,93,17,75,1,-3.2,1.3,359
1997,Mike Lansing,MON,Second Base,29,0.281,0.338,0.472,0.81,572,161,86,20,70,11,8,3.8,1007334
1973,Bobby Grich,BAL,Second Base,24,0.251,0.373,0.387,0.76,581,146,82,12,50,17,18.4,7.8,1005033
1984,Johnny Ray,PIT,Second Base,27,0.312,0.354,0.434,0.789,555,173,75,6,67,11,13.7,4.7,1010727
2007,Mark DeRosa,CHC,Second Base,32,0.293,0.371,0.42,0.792,502,147,64,10,72,1,2.1,2.5,1392
1997,Joey Cora,SEA,Second Base,32,0.3,0.359,0.441,0.8,574,172,105,11,54,6,5.1,1.6,1002607
1995,Roberto Alomar,TOR,Second Base,27,0.3,0.354,0.449,0.803,517,155,71,13,66,30,9.9,2.2,860
1998,Damion Easley,DET,Second Base,28,0.271,0.332,0.478,0.81,594,161,84,27,100,15,6.9,4.8,464
1971,Glenn Beckert,CHC,Second Base,30,0.342,0.367,0.406,0.773,530,181,80,2,42,3,7.1,3.1,1000743
2009,Ian Kinsler,TEX,Second Base,27,0.253,0.327,0.488,0.814,566,143,101,31,86,31,10.9,4.6,6195
1994,Bip Roberts,SDP,Second Base,30,0.32,0.383,0.397,0.78,403,129,52,2,31,21,7.3,1.6,1011023
2020,David Fletcher,LAA,Second Base,26,0.319,0.376,0.425,0.801,207,66,31,3,18,2,5.9,1.5,17992
2007,Brandon Phillips,CIN,Second Base,26,0.288,0.331,0.485,0.816,650,187,107,30,94,32,2.6,4.4,791
1977,Davey Lopes,LAD,Second Base,32,0.283,0.372,0.406,0.779,502,142,85,11,53,47,16,4.8,1007750
2007,Ian Kinsler,TEX,Second Base,25,0.263,0.355,0.441,0.796,483,127,96,20,61,23,12.6,2.5,6195
1985,Vance Law,MON,Second Base,28,0.266,0.369,0.405,0.773,519,138,75,10,52,6,15.9,3.9,1007409
2015,Logan Forsythe,TBR,Second Base,28,0.281,0.359,0.444,0.804,540,152,69,17,68,9,16.2,4.1,7185
1990,Delino DeShields,MON,Second Base,21,0.289,0.375,0.393,0.768,499,144,69,4,45,42,10.6,2.1,275
2006,Dan Uggla,FLA,Second Base,26,0.282,0.339,0.48,0.818,611,172,105,27,90,6,13.4,4.2,3442
2015,Ben Zobrist,,Second Base,34,0.276,0.359,0.45,0.809,467,129,76,13,56,3,13.1,3,7435
1995,Quilvio Veras,FLA,Second Base,24,0.261,0.384,0.373,0.757,440,115,86,5,32,56,8.7,3.1,1013404
2018,Whit Merrifield,KCR,Second Base,29,0.304,0.367,0.438,0.806,632,192,88,12,60,45,23.7,5.1,11281
2011,Howie Kendrick,LAA,Second Base,27,0.285,0.338,0.464,0.802,537,153,86,18,63,14,15.7,5.4,4229
1979,Phil Garner,PIT,Second Base,30,0.293,0.359,0.441,0.8,549,161,76,11,59,17,10,3.9,1004541
1993,Delino DeShields,MON,Second Base,24,0.295,0.389,0.372,0.761,481,142,75,2,29,43,13,4.5,275
2019,Mike Moustakas,MIL,Second Base,30,0.254,0.329,0.516,0.845,523,133,80,35,87,3,8.3,2.8,4892
2003,Luis Castillo,FLA,Second Base,27,0.314,0.381,0.397,0.778,595,187,99,6,39,21,13.4,4.9,513
2003,Placido Polanco,PHI,Second Base,27,0.289,0.352,0.447,0.799,492,142,87,14,63,14,8.5,3.9,1176
1996,Mark McLemore,TEX,Second Base,31,0.29,0.389,0.379,0.768,517,150,84,5,46,27,-1.4,4.1,1088
2006,Orlando Hudson,ARI,Second Base,28,0.287,0.354,0.454,0.809,579,166,87,15,67,9,1.2,1.9,1307
2005,Alfonso Soriano,TEX,Second Base,29,0.268,0.309,0.512,0.821,637,171,102,36,104,30,14.2,2.4,847
2018,Jed Lowrie,OAK,Second Base,34,0.267,0.353,0.448,0.801,596,159,78,23,99,0,19.8,5.1,4418
2020,Wilmer Flores,SFG,Second Base,28,0.268,0.315,0.515,0.83,198,53,30,12,32,1,5.1,1,5827
2008,Kelly Johnson,ATL,Second Base,26,0.287,0.349,0.446,0.795,547,157,86,12,69,11,11.8,2.6,2234
1999,Warren Morris,PIT,Second Base,25,0.288,0.36,0.427,0.787,511,147,65,15,73,3,-2.9,1.9,1424
2015,Jose Altuve,HOU,Second Base,25,0.313,0.353,0.459,0.812,638,200,86,15,66,38,15,4.4,5417
2016,Jason Kipnis,CLE,Second Base,29,0.275,0.343,0.469,0.811,610,168,91,23,82,15,12.5,4.7,9776
2017,Jed Lowrie,OAK,Second Base,33,0.277,0.36,0.448,0.808,567,157,86,14,69,0,14.7,3.6,4418
1979,Bill Madlock,,Second Base,28,0.298,0.355,0.438,0.792,560,167,85,14,85,32,12.7,2.1,1007957
2013,Dustin Pedroia,BOS,Second Base,29,0.301,0.372,0.415,0.787,641,193,91,9,84,17,11.1,4.9,8370
2006,Jamey Carroll,COL,Second Base,32,0.3,0.377,0.404,0.781,463,139,84,5,36,10,-3.5,2.7,1591
1988,Julio Franco,CLE,Second Base,29,0.303,0.361,0.409,0.771,613,186,88,10,54,25,12.2,3.1,87
2003,Mark Grudzielanek,CHC,Second Base,33,0.314,0.366,0.416,0.782,481,151,73,3,38,6,3.8,2.3,653
2007,Dan Uggla,FLA,Second Base,27,0.245,0.326,0.479,0.805,632,155,113,31,88,2,9.2,2.4,3442
2005,Luis Castillo,FLA,Second Base,29,0.301,0.391,0.374,0.765,439,132,72,4,30,10,8.7,3.8,513
1990,Jody Reed,BOS,Second Base,27,0.289,0.371,0.39,0.76,598,173,70,5,51,4,8.1,2.8,1010771
2017,Cesar Hernandez,PHI,Second Base,27,0.294,0.373,0.421,0.793,511,150,85,9,34,15,9,3.3,10556
1974,Davey Johnson,ATL,Second Base,31,0.251,0.358,0.39,0.748,454,114,56,15,62,1,4,1.9,1006440
2002,Bret Boone,SEA,Second Base,33,0.278,0.339,0.462,0.801,608,169,88,24,107,12,15.3,3.9,1067
1998,Mickey Morandini,CHC,Second Base,32,0.296,0.38,0.385,0.765,582,172,93,8,53,13,7.8,4,1009151
1982,Frank White,KCR,Second Base,31,0.298,0.318,0.469,0.788,524,156,71,11,56,10,7.7,3.5,1013872
1971,Joe Morgan,HOU,Second Base,27,0.256,0.351,0.407,0.757,583,149,87,13,56,40,19.5,5.4,1009179
2002,Adam Kennedy,ANA,Second Base,26,0.312,0.345,0.449,0.795,474,148,65,7,52,17,12.5,3.4,19
2000,Jay Bell,ARI,Second Base,34,0.267,0.348,0.437,0.786,565,151,87,18,68,7,-2.5,1.3,48
1986,Willie Randolph,NYY,Second Base,31,0.276,0.393,0.346,0.738,492,136,76,5,50,15,12.2,3.9,1010694
1990,Gregg Jefferies,NYM,Second Base,22,0.283,0.337,0.434,0.771,604,171,96,15,68,11,13.8,2.7,1006379
2012,Dustin Pedroia,BOS,Second Base,28,0.29,0.347,0.449,0.797,563,163,81,15,65,20,10.1,4.3,8370
1985,Tony Bernazard,CLE,Second Base,28,0.274,0.361,0.404,0.765,500,137,73,11,59,17,6.8,1.4,1000889
1999,Luis Castillo,FLA,Second Base,23,0.302,0.384,0.366,0.75,487,147,76,0,28,50,3.7,1.8,513
1978,Willie Randolph,NYY,Second Base,23,0.279,0.381,0.357,0.738,499,139,87,3,42,36,16.1,5.2,1010694
1981,Joe Morgan,SFG,Second Base,37,0.24,0.371,0.377,0.748,308,74,47,8,31,14,8.7,2.3,1009179
1992,Chuck Knoblauch,MIN,Second Base,23,0.297,0.384,0.358,0.743,600,178,104,2,56,34,10.5,4.5,609
1988,Johnny Ray,CAL,Second Base,31,0.306,0.345,0.429,0.773,602,184,75,6,83,4,12.8,2.5,1010727
1982,Lou Whitaker,DET,Second Base,25,0.286,0.341,0.434,0.775,560,160,76,15,65,11,9.8,4.8,1013846
1992,Delino DeShields,MON,Second Base,23,0.292,0.359,0.398,0.757,530,155,82,7,56,46,15.6,3.5,275
1992,Craig Biggio,HOU,Second Base,26,0.277,0.378,0.369,0.747,613,170,96,6,39,38,18.4,3.9,549
1969,Joe Morgan,HOU,Second Base,25,0.236,0.365,0.372,0.737,535,126,94,15,43,49,17,3.5,1009179
1984,Lou Whitaker,DET,Second Base,27,0.289,0.357,0.407,0.764,558,161,90,13,56,6,9.7,3.8,1013846
2005,Jorge Cantu,TBD,Second Base,23,0.286,0.311,0.497,0.808,598,171,73,28,117,1,4.5,1.1,2521
1995,Jeff Kent,NYM,Second Base,27,0.278,0.327,0.464,0.791,472,131,65,20,65,3,4.5,2.8,1119
2000,Eric Young,CHC,Second Base,33,0.297,0.367,0.399,0.766,607,180,98,6,47,54,7.4,3.6,716
2007,Ty Wigginton,,Second Base,29,0.278,0.333,0.459,0.792,547,152,71,22,67,3,1.6,1,1491
2010,Omar Infante,ATL,Second Base,28,0.321,0.359,0.416,0.775,471,151,65,8,47,7,4.1,2,1609
2001,Ray Durham,CHW,Second Base,29,0.267,0.337,0.466,0.804,611,163,104,20,65,23,7.2,3.9,230
2005,Ray Durham,SFG,Second Base,33,0.29,0.356,0.429,0.785,497,144,67,12,62,6,5.9,2.8,230
1981,Tony Bernazard,CHW,Second Base,24,0.276,0.367,0.38,0.748,384,106,53,6,34,4,8.2,3.3,1000889
2007,Aaron Hill,TOR,Second Base,25,0.291,0.333,0.459,0.792,608,177,87,17,78,4,4.1,3.4,6104
1998,Chuck Knoblauch,NYY,Second Base,29,0.265,0.361,0.405,0.765,603,160,117,17,64,31,5.8,2.7,609
1999,Damion Easley,DET,Second Base,29,0.266,0.346,0.434,0.779,549,146,83,20,65,11,-0.9,1.7,464
1987,Bill Doran,HOU,Second Base,29,0.283,0.365,0.406,0.772,625,177,82,16,79,31,11.3,4.2,1003406
1999,Homer Bush,TOR,Second Base,26,0.32,0.353,0.421,0.774,485,155,69,5,55,32,0.9,2.8,1425
2000,Luis Alicea,TEX,Second Base,34,0.294,0.365,0.404,0.769,540,159,85,6,63,1,-6.6,0.6,584
1977,Bump Wills,TEX,Second Base,24,0.287,0.361,0.41,0.771,541,155,87,9,62,28,9.2,4.7,1014049
2004,Alfonso Soriano,TEX,Second Base,28,0.28,0.324,0.484,0.807,608,170,77,28,91,18,5,2.2,847
2004,Placido Polanco,PHI,Second Base,28,0.298,0.345,0.441,0.786,503,150,74,17,55,7,-1.8,2.1,1176
1989,Jerry Browne,CLE,Second Base,23,0.299,0.37,0.39,0.759,598,179,83,5,45,14,10.4,3.8,1001525
1986,Frank White,KCR,Second Base,35,0.272,0.322,0.465,0.787,566,154,76,22,84,4,5.7,4.3,1013872
1979,Joe Morgan,CIN,Second Base,35,0.25,0.379,0.376,0.756,436,109,70,9,32,28,10,2.6,1009179
2017,DJ LeMahieu,COL,Second Base,28,0.31,0.374,0.409,0.783,609,189,95,8,64,6,-9.3,2,9874
2005,Craig Biggio,HOU,Second Base,39,0.264,0.325,0.468,0.792,590,156,94,26,69,11,11.2,2.7,549
1986,Lou Whitaker,DET,Second Base,29,0.269,0.338,0.437,0.775,584,157,95,20,73,13,8.6,4.5,1013846
1989,Steve Sax,NYY,Second Base,29,0.315,0.364,0.387,0.751,651,205,88,5,63,43,13.4,4.3,1011481
2002,Todd Walker,CIN,Second Base,29,0.299,0.353,0.431,0.785,612,183,79,11,64,8,0.5,2.2,359
2007,Brendan Harris,TBD,Second Base,26,0.286,0.343,0.434,0.777,521,149,72,12,59,4,5.9,2.4,2178
2009,Orlando Hudson,LAD,Second Base,31,0.283,0.357,0.417,0.774,551,156,74,9,62,8,8.8,2.8,1307
2007,Freddy Sanchez,PIT,Second Base,29,0.304,0.343,0.442,0.784,602,183,77,11,81,0,3,2.9,1624
1975,Dave Cash,PHI,Second Base,27,0.305,0.356,0.388,0.744,699,213,111,4,57,13,5,4.5,1002041
2000,Damion Easley,DET,Second Base,30,0.259,0.35,0.416,0.766,464,120,76,14,58,13,0.8,4,464
1997,Mickey Morandini,PHI,Second Base,31,0.295,0.371,0.38,0.751,553,163,83,1,39,16,-1.9,1.3,1009151
1995,Mickey Morandini,PHI,Second Base,29,0.283,0.35,0.417,0.767,494,140,65,6,49,9,1.4,2.5,1009151
2006,Tadahito Iguchi,CHW,Second Base,31,0.281,0.352,0.422,0.774,555,156,97,18,67,11,1,1.8,8581
2005,Tadahito Iguchi,CHW,Second Base,30,0.278,0.342,0.438,0.78,511,142,74,15,71,15,6.5,3.3,8581
1991,Steve Sax,NYY,Second Base,31,0.304,0.345,0.414,0.759,652,198,85,10,56,31,10,3.7,1011481
2019,Whit Merrifield,KCR,Second Base,30,0.302,0.348,0.463,0.811,681,206,105,16,74,20,10.9,2.9,11281
1992,Robby Thompson,SFG,Second Base,30,0.26,0.333,0.415,0.749,443,115,54,14,49,5,7.4,3,1013023
2007,Mark Ellis,OAK,Second Base,30,0.276,0.336,0.441,0.777,583,161,84,19,76,9,10.4,4.4,1443
1999,Quilvio Veras,SDP,Second Base,28,0.28,0.368,0.379,0.747,475,133,95,6,41,30,-0.1,1.6,1013404
2008,Alexei Ramirez,CHW,Second Base,26,0.29,0.317,0.475,0.792,480,139,65,21,77,13,0.3,1,5133
2014,Brian Dozier,MIN,Second Base,27,0.242,0.345,0.416,0.762,598,145,112,23,71,21,22,4.5,9810
2003,Michael Young,TEX,Second Base,26,0.306,0.339,0.446,0.785,666,204,106,14,72,13,4.3,2.7,1286
1974,Davey Lopes,LAD,Second Base,29,0.266,0.35,0.383,0.733,530,141,95,10,35,59,14.6,3.7,1007750
1989,Jose Oquendo,STL,Second Base,25,0.291,0.375,0.372,0.747,556,162,59,1,48,3,10.5,5.7,1009827
1970,Davey Johnson,BAL,Second Base,27,0.281,0.36,0.392,0.753,530,149,68,10,53,2,7.3,3.7,1006440
2001,Fernando Vina,STL,Second Base,32,0.303,0.357,0.418,0.775,631,191,95,9,56,17,4.2,2.9,1189
1985,Willie Randolph,NYY,Second Base,30,0.276,0.382,0.356,0.738,497,137,75,5,40,16,7.5,4.3,1010694
1997,Eric Young,,Second Base,30,0.28,0.359,0.397,0.756,622,174,106,8,61,45,-9.7,2.8,716
1979,Willie Randolph,NYY,Second Base,24,0.27,0.374,0.368,0.741,574,155,98,5,61,33,8.5,5.4,1010694
2004,Orlando Hudson,TOR,Second Base,26,0.27,0.341,0.438,0.779,489,132,73,12,58,7,1.4,3.7,1307
1983,John Castino,MIN,Second Base,28,0.277,0.348,0.403,0.751,563,156,83,11,57,4,3.2,3.7,1002062
1980,Joe Morgan,HOU,Second Base,36,0.243,0.367,0.373,0.74,461,112,66,11,49,24,14.1,4,1009179
1969,Davey Johnson,BAL,Second Base,26,0.28,0.351,0.391,0.743,511,143,52,7,57,3,6.3,3.7,1006440
1972,Rod Carew,MIN,Second Base,26,0.318,0.369,0.379,0.749,535,170,61,0,51,12,12.4,4.3,1001942
1998,Bret Boone,CIN,Second Base,29,0.266,0.324,0.458,0.782,583,155,76,24,95,6,0.1,1.5,1067
2008,Placido Polanco,DET,Second Base,32,0.307,0.35,0.417,0.768,580,178,90,8,58,7,5.9,3,1176
1995,Luis Alicea,BOS,Second Base,29,0.27,0.367,0.375,0.742,419,113,64,6,44,13,-4.3,1.9,584
1994,Bret Barberie,FLA,Second Base,26,0.301,0.356,0.406,0.762,372,112,40,5,31,2,1.5,1.8,1000524
2004,D'Angelo Jimenez,CIN,Second Base,26,0.27,0.364,0.394,0.758,563,152,76,12,67,13,-3.3,3.1,1038
2017,Asdrubal Cabrera,NYM,Second Base,31,0.28,0.351,0.434,0.785,479,134,66,14,59,3,-0.9,1.4,4962
2009,Skip Schumaker,STL,Second Base,29,0.303,0.364,0.393,0.757,532,161,85,4,35,2,6.7,1.5,3704
2018,Joey Wendle,TBR,Second Base,28,0.3,0.354,0.435,0.789,487,146,62,7,61,16,14.3,3.8,13853
1998,Andy Fox,ARI,Second Base,27,0.277,0.355,0.396,0.751,502,139,67,9,44,14,-0.4,1.9,1379
2000,Randy Velarde,OAK,Second Base,37,0.278,0.354,0.4,0.754,485,135,82,12,41,9,-1.7,2.1,942
1998,Roberto Alomar,BAL,Second Base,30,0.282,0.347,0.418,0.765,588,166,86,14,56,18,3.3,3.8,860
1997,Jeff Kent,SFG,Second Base,29,0.25,0.316,0.472,0.789,580,145,90,29,121,11,4.6,4.1,1119
1975,Derrel Thomas,SFG,Second Base,24,0.276,0.347,0.381,0.728,540,149,99,6,48,28,2,1.4,1012971
1983,Davey Lopes,OAK,Second Base,38,0.277,0.341,0.423,0.764,494,137,64,17,67,22,10.9,2.4,1007750
1998,Eric Young,LAD,Second Base,31,0.285,0.355,0.396,0.751,452,129,78,8,43,42,8,2.1,716
1987,Lou Whitaker,DET,Second Base,30,0.265,0.341,0.427,0.768,604,160,110,16,59,13,5.2,3.1,1013846
2015,Dee Gordon,MIA,Second Base,27,0.333,0.359,0.418,0.776,615,205,88,4,46,58,16.6,4.8,8203
2004,Ronnie Belliard,CLE,Second Base,29,0.282,0.348,0.426,0.774,599,169,78,12,70,3,4.9,3.1,677
1993,Jeff Kent,NYM,Second Base,25,0.27,0.32,0.446,0.765,496,134,65,21,80,4,2.2,0.4,1119
1980,Jim Morrison,CHW,Second Base,27,0.283,0.329,0.424,0.753,604,171,66,15,57,9,4.3,2.4,1009212
2003,Ronnie Belliard,COL,Second Base,28,0.277,0.351,0.409,0.76,447,124,73,8,50,7,-8.3,0.3,677
2003,D'Angelo Jimenez,,Second Base,25,0.273,0.349,0.415,0.764,561,153,69,14,57,11,2,2.3,1038
1984,Tim Teufel,MIN,Second Base,25,0.262,0.349,0.4,0.749,568,149,76,14,61,1,1.4,3.7,1012940
1977,Phil Garner,PIT,Second Base,28,0.26,0.325,0.441,0.766,585,152,99,17,77,32,5.5,3.5,1004541
2010,Brandon Phillips,CIN,Second Base,29,0.275,0.332,0.43,0.762,626,172,100,18,59,16,5,3.8,791
1974,Dave Cash,PHI,Second Base,26,0.3,0.351,0.38,0.731,687,206,89,2,58,20,4.2,4.6,1002041
1971,Rod Carew,MIN,Second Base,25,0.307,0.356,0.38,0.736,577,177,88,2,48,6,4.4,1.8,1001942
2016,Rougned Odor,TEX,Second Base,22,0.271,0.296,0.502,0.798,605,164,89,33,88,14,6.1,2.5,12282
1986,Johnny Ray,PIT,Second Base,29,0.301,0.363,0.394,0.757,579,174,67,7,78,6,4.9,4.5,1010727
2013,Howie Kendrick,LAA,Second Base,29,0.297,0.335,0.439,0.775,478,142,55,13,54,6,3.3,2.1,4229
1984,Marty Barrett,BOS,Second Base,26,0.303,0.358,0.383,0.741,475,144,56,3,45,5,2,3.1,1000599
2016,Logan Forsythe,TBR,Second Base,29,0.264,0.333,0.444,0.778,511,135,76,20,52,6,9,2.7,7185
2001,Frank Menechino,OAK,Second Base,30,0.242,0.369,0.374,0.742,471,114,82,12,60,2,3.5,3.2,931
2009,Brandon Phillips,CIN,Second Base,28,0.276,0.329,0.447,0.776,584,161,78,20,98,25,0.5,2.7,791
1970,Mike Andrews,BOS,Second Base,26,0.253,0.344,0.39,0.735,589,149,91,17,65,2,1,1.2,1000258
2020,Cesar Hernandez,CLE,Second Base,30,0.283,0.355,0.408,0.763,233,66,35,3,20,0,3.5,1.9,10556
2019,Jonathan Villar,BAL,Second Base,28,0.274,0.339,0.453,0.792,642,176,111,24,73,40,18.6,4.1,10071
1975,Davey Lopes,LAD,Second Base,30,0.262,0.358,0.359,0.717,618,162,108,8,41,77,18.2,5.1,1007750
2015,Robinson Cano,SEA,Second Base,32,0.287,0.334,0.446,0.779,624,179,82,21,79,2,4.2,2.8,3269
1993,Brent Gates,OAK,Second Base,23,0.29,0.357,0.391,0.747,535,155,64,7,69,7,6.6,2.4,1004570
2020,Jurickson Profar,SDP,Second Base,27,0.278,0.343,0.428,0.771,180,50,28,7,25,7,5.6,1.3,10815
2009,Adam Kennedy,OAK,Second Base,33,0.289,0.348,0.41,0.758,529,153,65,11,63,20,3.2,1.5,19
1991,Carlos Baerga,CLE,Second Base,22,0.288,0.346,0.398,0.744,593,171,80,11,69,3,5,2.7,175
2016,Cesar Hernandez,PHI,Second Base,26,0.294,0.371,0.393,0.764,547,161,67,6,39,17,6.6,3.8,10556
1988,Ron Gant,ATL,Second Base,23,0.259,0.317,0.439,0.755,563,146,85,19,60,19,7.2,1.8,1032
1986,Bill Doran,HOU,Second Base,28,0.276,0.368,0.373,0.741,550,152,92,6,37,42,10.8,3.3,1003406
1978,Joe Morgan,CIN,Second Base,34,0.236,0.347,0.385,0.733,441,104,68,13,75,19,6.7,1.5,1009179
2015,Ian Kinsler,DET,Second Base,33,0.296,0.342,0.428,0.77,624,185,94,11,73,10,8.4,3.9,6195
1999,David Bell,SEA,Second Base,26,0.268,0.331,0.432,0.763,597,160,92,21,78,7,-3,1.6,1108
2005,Robinson Cano,NYY,Second Base,22,0.297,0.32,0.458,0.778,522,155,78,14,62,1,2.7,0.2,3269
2013,Ben Zobrist,TBR,Second Base,32,0.275,0.354,0.402,0.756,612,168,77,12,71,11,13.9,4.2,7435
1999,Eric Young,LAD,Second Base,32,0.281,0.371,0.355,0.726,456,128,73,2,41,51,-1,1.8,716
2017,Robinson Cano,SEA,Second Base,34,0.28,0.338,0.453,0.791,592,166,79,23,97,1,6.4,3.1,3269
2009,Luis Castillo,NYM,Second Base,33,0.302,0.387,0.346,0.732,486,147,77,1,40,20,5.4,1.5,513
1984,Willie Randolph,NYY,Second Base,29,0.287,0.377,0.348,0.725,564,162,86,2,31,10,6.5,3.5,1010694
2005,Ronnie Belliard,CLE,Second Base,30,0.284,0.325,0.45,0.774,536,152,71,17,78,2,5.7,3.3,677
2013,Ian Kinsler,TEX,Second Base,31,0.277,0.344,0.413,0.757,545,151,85,13,72,15,5,2.8,6195
1998,Quilvio Veras,SDP,Second Base,27,0.267,0.373,0.356,0.729,517,138,79,6,45,24,5.4,3,1013404
2012,Neil Walker,PIT,Second Base,26,0.28,0.342,0.426,0.768,472,132,62,14,69,7,8.4,2.4,7539
1996,Ray Durham,CHW,Second Base,24,0.275,0.35,0.406,0.755,557,153,79,10,65,30,-0.2,2,230
2019,Kolten Wong,STL,Second Base,28,0.285,0.361,0.423,0.784,478,136,61,11,59,24,12.9,3.7,12532
1984,Frank White,KCR,Second Base,33,0.271,0.311,0.445,0.756,479,130,58,17,56,5,2.7,4.2,1013872
1992,Mike Bordick,OAK,Second Base,26,0.3,0.358,0.371,0.729,504,151,62,3,48,12,8.4,3.8,129
1990,Tony Phillips,DET,Second Base,31,0.251,0.364,0.351,0.715,573,144,97,8,55,19,6.2,4.4,1010300
1983,Bill Doran,HOU,Second Base,25,0.271,0.371,0.364,0.736,535,145,70,8,39,12,7.8,4.4,1003406
2011,Dan Uggla,ATL,Second Base,31,0.233,0.311,0.453,0.764,600,140,88,36,82,1,10.8,2.3,3442
2013,Neil Walker,PIT,Second Base,27,0.251,0.339,0.418,0.757,478,120,62,16,53,1,6.9,2.4,7539
1990,Lou Whitaker,DET,Second Base,33,0.237,0.338,0.407,0.744,472,112,75,18,60,8,5.5,3.5,1013846
2014,Ben Zobrist,TBR,Second Base,33,0.272,0.354,0.395,0.749,570,155,83,10,52,10,14.2,4.7,7435
1996,Joey Cora,SEA,Second Base,31,0.291,0.34,0.417,0.757,530,154,90,6,45,5,-8.6,0.5,1002607
1977,Tito Fuentes,DET,Second Base,33,0.309,0.348,0.397,0.745,615,190,83,5,51,4,1,2.2,1004385
1989,Harold Reynolds,SEA,Second Base,28,0.3,0.359,0.369,0.728,613,184,87,0,43,25,2.2,4.2,1010870
1987,Glenn Hubbard,ATL,Second Base,29,0.264,0.378,0.381,0.76,443,117,69,5,38,1,-2.9,2.4,1006120
2020,Jean Segura,PHI,Second Base,30,0.266,0.347,0.422,0.769,192,51,28,7,25,2,0.9,1,5933
1993,Scott Fletcher,BOS,Second Base,34,0.285,0.341,0.402,0.743,480,137,81,5,45,16,0.2,3.9,1004155
1981,Manny Trillo,PHI,Second Base,30,0.287,0.338,0.395,0.733,349,100,37,6,36,10,3.8,1.6,1013184
1995,Bret Boone,CIN,Second Base,26,0.267,0.326,0.429,0.755,513,137,63,15,68,5,-0.7,2.2,1067
2006,Todd Walker,,Second Base,33,0.278,0.356,0.398,0.754,442,123,56,9,53,2,-0.9,1,359
2017,Whit Merrifield,KCR,Second Base,28,0.288,0.324,0.46,0.784,587,169,80,19,78,34,8,2.8,11281
1985,Bobby Grich,CAL,Second Base,36,0.242,0.355,0.372,0.727,479,116,74,13,53,3,2.3,3.4,1005033
1991,Jody Reed,BOS,Second Base,28,0.283,0.349,0.382,0.731,618,175,87,5,60,6,-0.9,3,1010771
1978,Phil Garner,PIT,Second Base,29,0.261,0.345,0.4,0.745,528,138,66,10,66,27,3.4,2.6,1004541
2017,Josh Harrison,PIT,Second Base,29,0.272,0.339,0.432,0.771,486,132,66,16,47,12,4.8,2.6,8202
1995,Joey Cora,SEA,Second Base,30,0.297,0.359,0.372,0.731,427,127,64,3,39,18,-3.1,-0.2,1002607
2010,Jeff Keppinger,HOU,Second Base,30,0.288,0.351,0.393,0.744,514,148,62,6,59,4,-2.1,1.3,3856
1986,Marty Barrett,BOS,Second Base,28,0.286,0.353,0.381,0.733,625,179,94,4,60,15,-0.3,2.3,1000599
1997,Julio Franco,,Second Base,38,0.27,0.369,0.36,0.73,430,116,68,7,44,15,-3,0.5,87
1977,Jorge Orta,CHW,Second Base,26,0.282,0.334,0.417,0.751,564,159,71,11,84,4,1.3,0.2,1009853
1978,Lou Whitaker,DET,Second Base,21,0.285,0.361,0.357,0.718,484,138,71,3,58,7,0.8,3.4,1013846
2018,Asdrubal Cabrera,,Second Base,32,0.262,0.316,0.458,0.774,546,143,68,23,75,0,8,2.6,4962
1996,Mike Lansing,MON,Second Base,28,0.285,0.341,0.406,0.746,641,183,99,11,53,23,0.5,2.1,1007334
1984,Juan Samuel,PHI,Second Base,23,0.272,0.307,0.442,0.749,701,191,105,15,69,72,15.3,3.1,1011400
2008,Rickie Weeks Jr.,MIL,Second Base,25,0.234,0.342,0.398,0.74,475,111,89,14,46,19,3.5,2,1849
1970,Felix Millan,ATL,Second Base,26,0.31,0.352,0.38,0.732,590,183,100,2,37,16,-2.1,2.3,1008867
1982,Tony Bernazard,CHW,Second Base,25,0.256,0.337,0.396,0.733,540,138,90,11,56,11,3.9,2.6,1000889
2007,Ronnie Belliard,WSN,Second Base,32,0.29,0.332,0.427,0.759,511,148,57,11,58,3,1.8,2.3,677
1999,Mark McLemore,TEX,Second Base,34,0.274,0.363,0.366,0.729,566,155,105,6,45,16,-10.8,1.6,1088
2000,Ronnie Belliard,MIL,Second Base,25,0.263,0.354,0.389,0.743,571,150,83,8,54,7,-9.5,1.8,677
1999,Carlos Febles,KCR,Second Base,23,0.256,0.336,0.411,0.747,453,116,71,10,53,20,-6.8,1.4,598
2007,Tadahito Iguchi,,Second Base,32,0.267,0.347,0.4,0.747,465,124,67,9,43,14,0.1,1.6,8581
1969,Julian Javier,STL,Second Base,32,0.282,0.336,0.408,0.744,493,139,59,10,42,8,3.4,2.7,1006371
1982,Damaso Garcia,TOR,Second Base,27,0.31,0.338,0.399,0.737,597,185,89,5,42,54,1.7,3.8,1004498
1990,Jerry Browne,CLE,Second Base,24,0.267,0.353,0.372,0.725,513,137,92,6,50,12,2.5,2.3,1001525
1981,Ron Oester,CIN,Second Base,25,0.271,0.342,0.398,0.741,354,96,45,5,42,2,1.4,3,1009739
2006,Tony Graffanino,,Second Base,34,0.274,0.345,0.406,0.751,456,125,68,7,59,5,-0.6,2.5,235
