Season,Name,Team,Position,Age,AVG,OBP,SLG,OPS,AB,H,R,HR,RBI,SB,Off,WAR,playerid
1984,Tony Phillips,OAK,Second Base,25,0.266,0.325,0.359,0.685,451,120,62,4,37,10,-3,1.7,1010300
1994,Mariano Duncan,PHI,Second Base,31,0.268,0.306,0.406,0.713,347,93,49,8,48,10,-7,0.4,1003554
1994,Mark McLemore,BAL,Second Base,29,0.257,0.354,0.321,0.674,343,88,44,3,29,20,-8.5,1,1088
2001,Mark Grudzielanek,LAD,Second Base,31,0.271,0.317,0.393,0.711,539,146,83,13,55,4,-8.6,1,653
2000,Warren Morris,PIT,Second Base,26,0.259,0.341,0.343,0.684,528,137,68,3,43,7,-22.6,0,1424
1981,Juan Bonilla,SDP,Second Base,26,0.29,0.337,0.344,0.681,369,107,30,1,25,4,-3.5,0.6,1001169
2012,Omar Infante,,Second Base,30,0.274,0.3,0.419,0.719,554,152,69,12,53,17,-1.3,2.4,1609
2008,Mark Ellis,OAK,Second Base,31,0.233,0.321,0.373,0.694,442,103,55,12,41,14,-5.5,2.8,1443
1994,Mike Lansing,MON,Second Base,26,0.266,0.328,0.368,0.696,394,105,44,5,35,12,-11.8,1.5,1007334
2000,David Bell,SEA,Second Base,27,0.247,0.316,0.381,0.697,454,112,57,11,47,2,-14.4,0.4,1108
1973,Pedro Garcia,MIL,Second Base,23,0.245,0.296,0.395,0.691,580,142,67,15,54,11,-7.6,1,1004508
1987,Steve Sax,LAD,Second Base,27,0.28,0.331,0.369,0.7,610,171,84,6,46,37,-4.5,0.6,1011481
2015,Kolten Wong,STL,Second Base,24,0.262,0.321,0.386,0.707,557,146,71,11,61,15,0.6,2.5,12532
1980,Bump Wills,TEX,Second Base,27,0.263,0.322,0.36,0.682,578,152,102,5,58,34,-3.5,1.6,1014049
1988,Bill Doran,HOU,Second Base,30,0.248,0.338,0.333,0.671,480,119,66,7,53,17,2.6,2.9,1003406
1983,Ron Oester,CIN,Second Base,27,0.264,0.322,0.384,0.707,549,145,63,11,58,2,-8.9,1.1,1009739
1985,Jack Perconte,SEA,Second Base,30,0.264,0.335,0.34,0.675,485,128,60,2,23,31,-2.6,2.1,1010177
1991,Harold Reynolds,SEA,Second Base,30,0.254,0.332,0.341,0.673,631,160,95,3,57,28,-7.4,1.4,1010870
1979,Frank White,KCR,Second Base,28,0.266,0.3,0.403,0.703,467,124,73,10,48,28,-6.8,1.3,1013872
1994,Mike Gallego,NYY,Second Base,33,0.239,0.327,0.359,0.686,306,73,39,6,41,0,-9.2,2,1004458
2000,Pokey Reese,CIN,Second Base,27,0.255,0.319,0.386,0.705,518,132,76,12,46,29,-16.1,2.1,1004
2001,Luis Castillo,FLA,Second Base,25,0.263,0.344,0.341,0.685,537,141,76,2,45,33,-10.9,1.2,513
1981,Tom Herr,STL,Second Base,25,0.268,0.329,0.345,0.674,411,110,50,0,46,23,-2.8,2.3,1005737
1989,Johnny Ray,CAL,Second Base,32,0.289,0.327,0.358,0.685,530,153,52,5,62,6,-3.9,1.4,1010727
2018,Jason Kipnis,CLE,Second Base,31,0.23,0.315,0.389,0.704,530,122,65,18,75,7,-4.2,2.2,9776
1985,Marty Barrett,BOS,Second Base,27,0.266,0.336,0.343,0.678,534,142,59,5,56,7,-10.4,1.5,1000599
1985,Johnny Ray,PIT,Second Base,28,0.274,0.325,0.375,0.7,594,163,67,7,70,13,-6.7,0.6,1010727
1987,Harold Reynolds,SEA,Second Base,26,0.275,0.325,0.37,0.694,530,146,73,1,35,60,-10,2.2,1010870
1973,Tommy Helms,HOU,Second Base,32,0.287,0.325,0.368,0.694,543,156,44,4,61,1,-5.8,1.5,1005616
1987,Frank White,KCR,Second Base,36,0.245,0.308,0.4,0.708,563,138,67,17,78,1,-13.2,2.6,1013872
2004,Aaron Miles,COL,Second Base,27,0.293,0.329,0.368,0.697,522,153,75,6,47,12,-19.1,-0.1,1844
2003,Marlon Anderson,TBD,Second Base,29,0.27,0.328,0.376,0.703,482,130,59,6,67,19,-1.2,2.2,947
1981,Julio Cruz,SEA,Second Base,26,0.256,0.332,0.324,0.656,352,90,57,2,24,43,1.7,1.8,1002842
2020,Ryan McMahon,COL,Second Base,25,0.215,0.295,0.419,0.714,172,37,23,9,26,0,-5.3,0.1,15112
2014,Asdrubal Cabrera,,Second Base,28,0.241,0.307,0.387,0.694,553,133,74,14,61,10,-1,1.9,4962
1985,Frank White,KCR,Second Base,34,0.249,0.284,0.414,0.698,563,140,62,22,69,10,-8.7,2,1013872
1984,Damaso Garcia,TOR,Second Base,29,0.284,0.31,0.374,0.684,633,180,79,5,46,46,-7.2,1.9,1004498
2001,Damion Easley,DET,Second Base,31,0.25,0.323,0.376,0.699,585,146,77,11,65,10,-9.9,1.5,464
2013,Brandon Phillips,CIN,Second Base,32,0.261,0.31,0.396,0.706,606,158,80,18,103,5,-7.6,2.7,791
1971,Dick McAuliffe,DET,Second Base,31,0.208,0.293,0.379,0.672,477,99,67,18,57,4,-6,1.6,1008331
2019,Starlin Castro,MIA,Second Base,29,0.27,0.3,0.436,0.736,636,172,68,22,86,2,-11.5,1.4,4579
1978,Jerry Remy,BOS,Second Base,25,0.278,0.321,0.35,0.671,583,162,87,2,44,30,-11.8,1.4,1010828
1978,Jerry Royster,ATL,Second Base,25,0.259,0.331,0.333,0.664,529,137,67,2,35,27,-14.3,-0.1,1011270
1987,Tom Herr,STL,Second Base,31,0.263,0.346,0.331,0.677,510,134,73,2,83,19,-9.3,0.4,1005737
1990,Jose Oquendo,STL,Second Base,26,0.252,0.35,0.316,0.666,469,118,38,1,37,1,-8.9,1.5,1009827
1995,Ray Durham,CHW,Second Base,23,0.257,0.309,0.384,0.693,471,121,68,7,51,18,-10.9,-1.4,230
1992,Mariano Duncan,PHI,Second Base,29,0.267,0.292,0.389,0.68,574,153,71,8,50,23,-2,1.1,1003554
2011,Omar Infante,FLA,Second Base,29,0.276,0.315,0.382,0.696,579,160,55,7,49,4,-6.9,2.2,1609
2015,Brett Lawrie,OAK,Second Base,25,0.26,0.299,0.407,0.706,562,146,64,16,60,5,-2.2,0.9,5247
1982,Glenn Hubbard,ATL,Second Base,24,0.248,0.324,0.35,0.674,532,132,75,9,59,4,-9.5,1.6,1006120
1990,Tom Herr,,Second Base,34,0.261,0.324,0.347,0.672,547,143,48,5,60,7,-8.3,0.1,1005737
1969,Glenn Beckert,CHC,Second Base,28,0.291,0.325,0.341,0.666,543,158,69,1,37,6,-11.7,1.7,1000743
1969,Ted Sizemore,LAD,Second Base,24,0.271,0.328,0.342,0.67,590,160,69,4,46,5,-4.3,2.8,1012027
1993,Doug Strange,TEX,Second Base,29,0.256,0.318,0.36,0.678,484,124,58,7,60,6,-10.9,2.1,1012596
1970,Glenn Beckert,CHC,Second Base,29,0.288,0.323,0.349,0.671,591,170,99,3,36,4,-21.1,0,1000743
2003,Desi Relaford,KCR,Second Base,29,0.254,0.315,0.376,0.691,500,127,70,8,59,20,-14.2,0,1096
1980,Davey Lopes,LAD,Second Base,35,0.251,0.321,0.344,0.665,553,139,79,10,49,23,-3.6,1.2,1007750
1982,Tom Herr,STL,Second Base,26,0.266,0.341,0.32,0.662,493,131,83,0,36,25,-6.1,3.1,1005737
1995,Mark Lemke,ATL,Second Base,29,0.253,0.325,0.356,0.681,399,101,42,5,38,2,-12.6,1.7,1007516
1981,Willie Randolph,NYY,Second Base,26,0.232,0.336,0.305,0.641,357,83,59,2,24,14,-1.6,2.1,1010694
2020,Kolten Wong,STL,Second Base,29,0.265,0.35,0.326,0.675,181,48,26,1,16,5,0,1.3,12532
1986,Jim Gantner,MIL,Second Base,33,0.274,0.313,0.37,0.684,497,136,58,7,38,13,-10.7,1.4,1004483
1991,Jim Gantner,MIL,Second Base,38,0.283,0.32,0.361,0.681,526,149,63,2,47,4,-9.1,1.6,1004483
1986,Tom Herr,STL,Second Base,30,0.252,0.342,0.331,0.673,559,141,48,2,61,22,-7,2,1005737
1975,Marty Perez,ATL,Second Base,28,0.275,0.327,0.328,0.655,461,127,50,2,34,2,-13.6,0.2,1010182
1977,Ted Sizemore,PHI,Second Base,32,0.281,0.345,0.355,0.7,519,146,64,4,47,8,-15.2,1.5,1012027
1991,Casey Candaele,HOU,Second Base,30,0.262,0.319,0.362,0.682,461,121,44,4,50,9,-3.5,1.4,1001908
2003,Roberto Alomar,,Second Base,35,0.258,0.333,0.349,0.682,516,133,76,5,39,12,-14,0.3,860
1995,Mike Lansing,MON,Second Base,27,0.255,0.299,0.392,0.691,467,119,47,10,62,27,-10.2,1.8,1007334
2018,Brian Dozier,,Second Base,31,0.215,0.305,0.391,0.696,553,119,81,21,72,12,-8,0.9,9810
2015,Addison Russell,CHC,Second Base,21,0.242,0.307,0.389,0.696,475,115,60,13,54,4,-6.1,2.6,14106
2015,Wilmer Flores,NYM,Second Base,23,0.263,0.295,0.408,0.703,483,127,55,16,59,0,-3.2,1.7,5827
2020,Keston Hiura,MIL,Second Base,23,0.212,0.297,0.41,0.707,217,46,30,13,32,3,-4.6,0.2,20003
1988,Marty Barrett,BOS,Second Base,30,0.283,0.33,0.337,0.666,612,173,83,1,65,7,-11.3,0.9,1000599
1972,Ted Sizemore,STL,Second Base,27,0.264,0.324,0.335,0.659,439,116,53,2,38,8,-5.4,1.7,1012027
1982,Jerry Remy,BOS,Second Base,29,0.28,0.337,0.324,0.661,636,178,89,0,47,16,-17.5,0.5,1010828
2013,Dan Uggla,ATL,Second Base,33,0.179,0.309,0.362,0.671,448,80,60,22,55,2,-7.2,0.5,3442
1997,Scott Spiezio,OAK,Second Base,24,0.243,0.3,0.388,0.688,538,131,58,14,65,9,-15.2,1.4,37
1978,Paul Molitor,MIL,Second Base,21,0.273,0.301,0.372,0.673,521,142,73,6,45,30,-6,2.2,1009040
2003,Luis Rivas,MIN,Second Base,23,0.259,0.308,0.381,0.689,475,123,69,8,43,17,-13.9,-0.4,753
1976,Bob Randall,MIN,Second Base,28,0.267,0.317,0.328,0.646,475,127,55,1,34,3,-6.6,1.2,1010689
2000,Adam Kennedy,ANA,Second Base,24,0.266,0.3,0.403,0.703,598,159,82,9,72,22,-23.5,0.5,19
2011,Robert Andino,BAL,Second Base,27,0.263,0.327,0.344,0.67,457,120,63,5,36,13,-7.5,1.5,4900
1989,Al Newman,MIN,Second Base,29,0.253,0.341,0.303,0.643,446,113,62,0,38,25,-8.9,1.1,1009539
2002,Michael Young,TEX,Second Base,25,0.262,0.308,0.382,0.69,573,150,77,9,62,6,-19.8,1,1286
1975,Gary Sutherland,DET,Second Base,30,0.258,0.321,0.33,0.651,503,130,51,6,39,0,-12.3,0,1012739
1969,Tony Taylor,PHI,Second Base,33,0.262,0.317,0.339,0.657,557,146,68,3,30,19,-9.1,0.9,1012892
1974,Ted Sizemore,STL,Second Base,29,0.25,0.339,0.296,0.634,504,126,68,2,47,8,-10.9,2.3,1012027
1988,Juan Samuel,PHI,Second Base,27,0.243,0.298,0.38,0.678,629,153,68,12,67,33,-4.3,0,1011400
1983,Ryne Sandberg,CHC,Second Base,23,0.261,0.316,0.351,0.667,633,165,94,8,48,37,-13.3,2.6,1011411
1982,Julio Cruz,SEA,Second Base,27,0.242,0.316,0.344,0.66,549,133,83,8,49,46,-10,1.5,1002842
1988,Steve Sax,LAD,Second Base,28,0.277,0.325,0.343,0.668,632,175,70,5,57,42,1.5,2.2,1011481
2019,Rougned Odor,TEX,Second Base,25,0.205,0.283,0.439,0.721,522,107,77,30,93,11,-14.9,0.3,12282
2002,Fernando Vina,STL,Second Base,33,0.27,0.333,0.338,0.67,622,168,75,1,54,17,-18.3,0.5,1189
1971,Dick Green,OAK,Second Base,30,0.244,0.32,0.354,0.673,475,116,58,12,49,1,-4.1,2.1,1004991
1983,Frank White,KCR,Second Base,32,0.26,0.283,0.406,0.69,549,143,52,11,77,13,-10.1,2.1,1013872
2020,Hanser Alberto,BAL,Second Base,27,0.283,0.306,0.393,0.698,219,62,35,3,22,3,0.1,0.6,11902
2019,Jurickson Profar,OAK,Second Base,26,0.218,0.301,0.41,0.711,459,100,65,20,67,9,-4.8,1.4,10815
2019,Jason Kipnis,CLE,Second Base,32,0.245,0.304,0.41,0.715,458,112,52,17,65,7,-11.1,1.1,9776
1985,Steve Sax,LAD,Second Base,25,0.279,0.352,0.318,0.67,488,136,62,1,42,27,-3.6,1,1011481
1981,Frank White,KCR,Second Base,30,0.25,0.285,0.376,0.661,364,91,35,9,38,4,-4.8,1.1,1013872
1980,Damaso Garcia,TOR,Second Base,25,0.278,0.296,0.381,0.677,543,151,50,4,46,13,-16.8,1.4,1004498
1998,Tony Womack,PIT,Second Base,28,0.282,0.319,0.357,0.677,655,185,85,3,45,58,-12.2,0.7,78
1993,Mark Lemke,ATL,Second Base,27,0.252,0.335,0.341,0.676,493,124,52,7,49,1,-16.3,2.3,1007516
1993,Jody Reed,LAD,Second Base,30,0.276,0.333,0.346,0.679,445,123,48,2,31,1,-10.5,0.9,1010771
1985,Damaso Garcia,TOR,Second Base,30,0.282,0.302,0.377,0.679,600,169,70,8,65,28,-14,1.4,1004498
2001,Luis Rivas,MIN,Second Base,21,0.266,0.319,0.362,0.682,563,150,70,7,47,31,-15.4,-0.6,753
1975,Tito Fuentes,SDP,Second Base,31,0.28,0.309,0.349,0.658,565,158,57,4,43,8,-10.4,0.5,1004385
2016,Josh Harrison,PIT,Second Base,28,0.283,0.311,0.388,0.699,487,138,57,4,59,19,-6,1.1,8202
2010,Skip Schumaker,STL,Second Base,30,0.265,0.328,0.338,0.667,476,126,66,5,42,5,-11.2,-0.6,3704
2001,Adam Kennedy,ANA,Second Base,25,0.27,0.318,0.372,0.69,478,129,48,6,40,12,-13.4,1.3,19
1977,Jerry Remy,CAL,Second Base,24,0.252,0.322,0.341,0.663,575,145,74,4,44,41,-8.1,1.1,1010828
2003,Mark Ellis,OAK,Second Base,26,0.248,0.313,0.371,0.684,553,137,78,9,52,6,-11.9,1.6,1443
1970,Eddie Leon,CLE,Second Base,23,0.248,0.308,0.353,0.661,549,136,58,10,56,1,-15.9,1.2,1007539
2016,Joe Panik,SFG,Second Base,25,0.239,0.315,0.379,0.695,464,111,67,10,62,5,-6.6,1.8,11936
1981,Glenn Hubbard,ATL,Second Base,23,0.235,0.302,0.349,0.651,361,85,39,6,33,4,-7.9,0.9,1006120
1989,Scott Fletcher,,Second Base,30,0.253,0.332,0.311,0.643,546,138,77,1,43,2,-10.7,1.1,1004155
1985,Wally Backman,NYM,Second Base,25,0.273,0.32,0.344,0.664,520,142,77,1,38,30,-5.3,1.8,1000400
2012,Jamey Carroll,MIN,Second Base,38,0.268,0.343,0.317,0.66,470,126,65,1,40,9,-10.4,1.6,1591
1988,Jim Gantner,MIL,Second Base,35,0.276,0.322,0.336,0.658,539,149,67,0,47,20,-9.3,2,1004483
1998,Miguel Cairo,TBD,Second Base,24,0.268,0.307,0.367,0.674,515,138,49,5,46,19,-18.3,2.4,1412
2012,Kelly Johnson,TOR,Second Base,30,0.225,0.313,0.365,0.678,507,114,61,16,55,14,-10.5,0.7,2234
1981,Jim Gantner,MIL,Second Base,28,0.267,0.325,0.33,0.654,352,94,35,2,33,3,-4.8,1.4,1004483
1994,Carlos Garcia,PIT,Second Base,26,0.277,0.309,0.367,0.676,412,114,49,6,28,18,-14.9,0.7,1004496
1978,Manny Trillo,CHC,Second Base,27,0.261,0.32,0.332,0.652,552,144,53,4,55,0,-20.2,1.1,1013184
1971,Ted Sizemore,STL,Second Base,26,0.264,0.322,0.333,0.655,478,126,53,3,42,4,-9.6,1.4,1012027
1996,Mickey Morandini,PHI,Second Base,30,0.25,0.321,0.334,0.655,539,135,64,3,32,26,-16,0.2,1009151
2010,Chone Figgins,SEA,Second Base,32,0.259,0.34,0.306,0.646,602,156,62,1,35,42,-3.1,1.3,1580
1977,Duane Kuiper,CLE,Second Base,27,0.277,0.324,0.333,0.656,610,169,62,1,50,11,-16.6,1.1,1007207
1984,Jim Gantner,MIL,Second Base,31,0.282,0.314,0.344,0.658,613,173,61,3,56,6,-12.1,0.6,1004483
2018,Ian Kinsler,,Second Base,36,0.24,0.301,0.38,0.681,487,117,66,14,48,16,-8.5,2.1,6195
1992,Harold Reynolds,SEA,Second Base,31,0.247,0.316,0.33,0.645,458,113,55,3,33,15,-11.8,0.3,1010870
1986,Ron Oester,CIN,Second Base,30,0.258,0.325,0.356,0.68,523,135,52,8,44,9,-12.9,1.5,1009739
1969,Felix Millan,ATL,Second Base,25,0.267,0.31,0.345,0.655,652,174,98,6,57,14,-13.8,2.3,1008867
2002,Marlon Anderson,PHI,Second Base,28,0.258,0.315,0.38,0.696,539,139,64,8,48,5,-15,0.3,947
1980,Phil Garner,PIT,Second Base,31,0.259,0.315,0.358,0.673,548,142,62,5,58,32,-9.9,2.9,1004541
1974,Cookie Rojas,KCR,Second Base,35,0.271,0.309,0.339,0.649,542,147,52,6,60,8,-11,0.6,1011152
2020,Nick Solak,TEX,Second Base,25,0.268,0.326,0.344,0.671,209,56,27,2,23,7,-1.6,-0.2,19294
1986,Steve Lombardozzi,MIN,Second Base,26,0.227,0.308,0.347,0.655,453,103,53,8,33,3,-14.3,0.7,1007721
1971,Horace Clarke,NYY,Second Base,31,0.25,0.321,0.318,0.639,625,156,76,2,41,17,-7.8,2.4,1002287
2013,Jose Altuve,HOU,Second Base,23,0.283,0.316,0.363,0.678,626,177,64,5,52,35,-15.1,0.5,5417
1996,Carlos Baerga,,Second Base,27,0.254,0.293,0.381,0.674,507,129,59,12,66,1,-22.8,-2,175
1971,Tito Fuentes,SFG,Second Base,27,0.273,0.299,0.356,0.654,630,172,63,4,52,12,-9.9,1.4,1004385
2009,David Eckstein,SDP,Second Base,34,0.26,0.323,0.334,0.657,503,131,64,2,51,3,-10.4,0.7,10
1979,Rich Dauer,BAL,Second Base,26,0.257,0.305,0.355,0.66,479,123,63,9,61,0,-11.7,2.3,1003006
1981,Phil Garner,,Second Base,32,0.248,0.326,0.31,0.636,294,73,35,1,26,10,-6.7,0.4,1004541
1974,Derrel Thomas,SDP,Second Base,23,0.247,0.313,0.333,0.645,523,129,48,3,41,7,-11.4,0.9,1012971
1992,Jody Reed,BOS,Second Base,29,0.247,0.321,0.316,0.638,550,136,64,3,40,7,-18,0.3,1010771
1972,Glenn Beckert,CHC,Second Base,31,0.27,0.304,0.344,0.648,474,128,51,3,43,2,-13.1,0.7,1000743
1978,Duane Kuiper,CLE,Second Base,28,0.283,0.311,0.338,0.649,547,155,52,0,43,4,-14.7,0.6,1007207
1998,Mark Lewis,PHI,Second Base,28,0.249,0.312,0.349,0.661,518,129,52,9,54,3,-20.6,-1.1,1007585
1970,Ted Kubiak,MIL,Second Base,28,0.252,0.34,0.313,0.653,540,136,63,4,41,4,-17,-0.4,1007190
1975,Phil Garner,OAK,Second Base,26,0.246,0.295,0.346,0.641,488,120,46,6,54,4,-9.9,1.9,1004541
1983,Julio Cruz,,Second Base,28,0.252,0.318,0.326,0.644,515,130,71,3,52,57,-8,2.8,1002842
2012,Gordon Beckham,CHW,Second Base,25,0.234,0.296,0.371,0.668,525,123,62,16,60,5,-14.9,1,9015
1999,Mickey Morandini,CHC,Second Base,33,0.241,0.319,0.329,0.648,456,110,60,4,37,6,-24.9,-1.3,1009151
2011,Darwin Barney,CHC,Second Base,25,0.276,0.313,0.353,0.666,529,146,66,2,43,9,-11.3,1.6,2430
1972,Cookie Rojas,KCR,Second Base,33,0.261,0.315,0.331,0.646,487,127,49,3,53,2,-7.1,1.4,1011152
2008,Freddy Sanchez,PIT,Second Base,30,0.271,0.298,0.371,0.669,569,154,75,9,52,0,-19.7,0.5,1624
2007,Felipe Lopez,WSN,Second Base,27,0.245,0.308,0.352,0.659,603,148,70,9,50,24,-25.4,-0.2,1311
1996,Mark Lemke,ATL,Second Base,30,0.255,0.323,0.319,0.642,498,127,64,5,37,5,-19.5,1.5,1007516
1982,Ron Oester,CIN,Second Base,26,0.26,0.303,0.359,0.662,549,143,63,9,47,5,-14.8,0,1009739
1974,Felix Millan,NYM,Second Base,30,0.268,0.317,0.311,0.628,518,139,50,1,33,5,-11,-0.3,1008867
1990,Steve Sax,NYY,Second Base,30,0.26,0.316,0.325,0.641,615,160,70,4,42,43,-10.9,1.1,1011481
1983,Wayne Tolleson,TEX,Second Base,27,0.26,0.319,0.315,0.634,470,122,64,3,20,33,-10.1,0.8,1013103
2010,Aaron Hill,TOR,Second Base,28,0.205,0.271,0.394,0.665,528,108,70,26,68,2,-15.2,1.2,6104
1995,Rey Sanchez,CHC,Second Base,27,0.278,0.301,0.36,0.661,428,119,57,3,27,6,-17.4,0.3,213
1985,Glenn Hubbard,ATL,Second Base,27,0.232,0.321,0.314,0.635,439,102,51,5,39,4,-14.5,2.3,1006120
2014,DJ LeMahieu,COL,Second Base,25,0.267,0.315,0.348,0.663,494,132,59,5,42,10,-22.2,0.3,9874
2009,Kaz Matsui,HOU,Second Base,33,0.25,0.302,0.357,0.659,476,119,56,9,46,19,-11.4,0.7,1854
2006,Jose Castillo,PIT,Second Base,25,0.253,0.299,0.382,0.682,518,131,54,14,65,6,-21.5,-0.8,1866
1980,Lou Whitaker,DET,Second Base,23,0.233,0.331,0.283,0.614,477,111,68,1,45,8,-17.2,1.3,1013846
1995,Brent Gates,OAK,Second Base,25,0.254,0.308,0.344,0.652,524,133,60,5,56,3,-22.4,1,1004570
1983,Jerry Remy,BOS,Second Base,30,0.275,0.32,0.319,0.639,592,163,73,0,43,11,-20.1,0.5,1010828
1973,Horace Clarke,NYY,Second Base,33,0.263,0.317,0.308,0.625,590,155,60,2,35,11,-14.7,0.6,1002287
2020,Adam Frazier,PIT,Second Base,28,0.23,0.297,0.364,0.661,209,48,22,7,23,1,-7.2,0.6,15223
1998,Carlos Baerga,NYM,Second Base,29,0.266,0.303,0.364,0.667,511,136,46,7,53,0,-17.8,0,175
1980,Frank White,KCR,Second Base,29,0.264,0.289,0.357,0.646,560,148,70,7,60,19,-16.2,1.4,1013872
2007,Craig Biggio,HOU,Second Base,41,0.251,0.285,0.381,0.666,517,130,68,10,50,4,-21.6,-0.8,549
1975,Jerry Remy,CAL,Second Base,22,0.258,0.311,0.311,0.622,569,147,82,1,46,34,-13.3,2.1,1010828
2002,Mark Grudzielanek,LAD,Second Base,32,0.271,0.301,0.364,0.665,536,145,56,9,50,4,-18,1.2,653
2011,Aaron Hill,,Second Base,29,0.246,0.299,0.356,0.655,520,128,61,8,61,21,-14.7,0.7,6104
2014,Aaron Hill,ARI,Second Base,32,0.244,0.287,0.367,0.654,501,122,52,10,60,4,-17.1,-0.5,6104
2001,Jerry Hairston,BAL,Second Base,25,0.233,0.305,0.344,0.649,532,124,63,8,47,29,-16.9,0.2,144
1975,Manny Trillo,CHC,Second Base,24,0.248,0.306,0.316,0.622,545,135,55,7,70,1,-25.3,-1.4,1013184
2014,Jason Kipnis,CLE,Second Base,27,0.24,0.31,0.33,0.64,500,120,61,6,41,22,-6.3,0.7,9776
1972,Doug Griffin,BOS,Second Base,25,0.26,0.325,0.302,0.627,470,122,43,2,35,9,-8.9,0.2,1005040
1976,Jerry Remy,CAL,Second Base,23,0.263,0.313,0.303,0.615,502,132,64,0,28,35,-7.1,2.6,1010828
1982,Manny Trillo,PHI,Second Base,31,0.271,0.316,0.319,0.634,549,149,52,0,39,8,-17.3,0.6,1013184
1988,Jose Lind,PIT,Second Base,24,0.262,0.308,0.324,0.632,611,160,82,2,49,15,-9.7,2.4,1007623
1989,Bill Doran,HOU,Second Base,31,0.219,0.301,0.323,0.625,507,111,65,8,58,22,-5.5,1.1,1003406
2015,Starlin Castro,CHC,Second Base,25,0.265,0.296,0.375,0.671,547,145,52,11,69,5,-16.4,0.6,4579
2000,Mike Lansing,,Second Base,32,0.24,0.292,0.365,0.657,504,121,72,11,60,8,-38.8,-1.7,1007334
1976,Manny Trillo,CHC,Second Base,25,0.239,0.304,0.311,0.615,582,139,42,4,59,17,-21.2,0.7,1013184
2012,Darwin Barney,CHC,Second Base,26,0.254,0.299,0.354,0.653,548,139,73,7,44,6,-12.4,1.9,2430
2015,Jace Peterson,ATL,Second Base,25,0.239,0.314,0.335,0.649,528,126,55,6,52,12,-13.6,1,12325
1972,Horace Clarke,NYY,Second Base,32,0.241,0.315,0.302,0.616,547,132,65,3,37,18,-4.4,2.4,1002287
1972,Mike Andrews,CHW,Second Base,28,0.22,0.313,0.297,0.61,505,111,58,7,50,2,-10.6,-0.3,1000258
2010,Ryan Theriot,,Second Base,30,0.27,0.321,0.312,0.633,586,158,72,2,29,20,-23.6,-0.5,3811
1976,Duane Kuiper,CLE,Second Base,26,0.263,0.303,0.312,0.615,506,133,47,0,37,10,-15.4,0.5,1007207
1979,Rodney Scott,MON,Second Base,25,0.238,0.319,0.294,0.613,562,134,69,3,42,39,-16.2,0.8,1011693
2011,Gordon Beckham,CHW,Second Base,24,0.23,0.296,0.337,0.633,499,115,60,10,44,5,-16.1,0.8,9015
1991,Jose Lind,PIT,Second Base,27,0.265,0.306,0.339,0.644,502,133,53,3,54,7,-13.3,1.2,1007623
1972,Tommy Helms,HOU,Second Base,31,0.259,0.291,0.346,0.637,518,134,45,5,60,4,-12.8,0.6,1005616
1971,Sandy Alomar,CAL,Second Base,27,0.26,0.301,0.321,0.621,689,179,77,4,42,39,-11.6,3.7,1000176
1996,Jody Reed,SDP,Second Base,33,0.244,0.325,0.297,0.622,495,121,45,2,49,2,-21.9,-0.8,1010771
1983,Rich Dauer,BAL,Second Base,30,0.235,0.306,0.309,0.615,459,108,49,5,41,1,-16.2,0.2,1003006
1990,Scott Fletcher,CHW,Second Base,31,0.242,0.304,0.312,0.617,509,123,54,4,56,1,-18.8,1.3,1004155
1981,Bump Wills,TEX,Second Base,28,0.251,0.304,0.307,0.611,410,103,51,2,41,12,-11.2,0.8,1014049
2007,Jose Lopez,SEA,Second Base,23,0.252,0.284,0.355,0.639,524,132,58,11,62,2,-27.2,-0.6,3114
1976,Rennie Stennett,PIT,Second Base,25,0.257,0.277,0.341,0.618,654,168,59,2,60,18,-19.2,1.6,1012484
2011,Mark Ellis,,Second Base,34,0.248,0.288,0.346,0.634,480,119,55,7,41,14,-15.3,1,1443
1986,Tim Hulett,CHW,Second Base,26,0.231,0.26,0.379,0.639,520,120,53,17,44,4,-21.6,1.1,1006174
2019,Yolmer Sanchez,CHW,Second Base,27,0.252,0.318,0.321,0.638,496,125,59,2,43,5,-16.8,1,11602
1977,Frank White,KCR,Second Base,26,0.245,0.284,0.342,0.626,474,116,59,5,50,23,-16.3,1.7,1013872
2007,Ray Durham,SFG,Second Base,35,0.218,0.295,0.343,0.638,464,101,56,11,71,10,-27.2,-1.2,230
1980,Rodney Scott,MON,Second Base,26,0.224,0.307,0.293,0.6,567,127,84,0,46,63,-12.5,0.4,1011693
1978,Julio Cruz,SEA,Second Base,23,0.235,0.319,0.269,0.588,550,129,77,1,25,59,-13.1,1.6,1002842
1974,Denny Doyle,CAL,Second Base,30,0.26,0.295,0.311,0.606,511,133,47,1,34,6,-13.3,2.3,1003460
2014,Omar Infante,KCR,Second Base,32,0.252,0.295,0.337,0.632,528,133,50,6,66,9,-14.4,0.5,1609
1985,Jim Gantner,MIL,Second Base,32,0.254,0.3,0.327,0.627,523,133,63,5,44,11,-21.1,1.5,1004483
1972,Derrel Thomas,SDP,Second Base,21,0.23,0.29,0.31,0.6,500,115,48,5,36,9,-14.8,-0.6,1012971
1975,Ted Sizemore,STL,Second Base,30,0.24,0.296,0.301,0.597,562,135,56,3,49,1,-24.6,-1.1,1012027
1971,Doug Griffin,BOS,Second Base,24,0.244,0.291,0.319,0.61,483,118,51,3,27,11,-19.1,0.6,1005040
